날짜,회사,그룹,제목,요약,매체,링크,회차
2026-07-16 15:58,토스,핀테크,"토스 카드라운지, 출시 1년 만에 방문자 11배↑…카드 비교 플랫폼 자리...",,,https://www.industrynews.co.kr/news/articleView.html?idxno=83406,12
2026-07-16 15:33,토스,핀테크,"토스, 은행·증권 키워 금융복합집단 타이틀…41.3조 자산 우뚝","토스, 금융복합기업집단 지정 및 41.3조 자산 규모 / 토스뱅크와 토스증권을 포함한 금융자산 41조3000억원, 여수신업 자산 33조원, 금융투자업 자산 7조2000억원 / 계열사별 감독 넘어 그룹 위험 관리 및 자본적정성 평가, 내부통제와 위험관리 체계 구축",블로터,https://n.news.naver.com/mnews/article/293/0000087725?sid=101,12
2026-07-16 15:12,골드만삭스,해외,"골드만삭스(GS) 사상 최대 실적...""호재는 이미 끝났다"" 경고",,,http://coinreaders.com/248054,12
2026-07-16 15:09,NH농협은행,NH,"하림·NH농협은행, 스마트 축산 협력…축산농가 경쟁력 강화",,,https://www.newspim.com/news/view/20260716000874,12
2026-07-16 14:58,신한은행,신한,"신한은행, '캐릭터 라이선싱 페어 2026'서 '신한 프렌즈' 활용 체험형 브...","신한은행, 캐릭터 라이선싱 페어 2026 참가 및 신한 프렌즈 활용 체험형 브랜드 공간 운영 / 슈퍼SOL과 함께하는 금융연구소(Super SOL Finance LAB) 주제로 다양한 콘텐츠 제공 / Challenge LAB, Drawing LAB, Magic LAB, Discovery LAB 등 체험 콘텐츠와 한정판 상품 판매",,http://www.techholic.co.kr/news/articleView.html?idxno=222140,12
2026-07-16 14:34,키움증권,비지주,"한미약품, 키움증권과 ‘바이오 이노베이션 데이’ 개최","한미약품, 바이오 이노베이션 데이 개최 (w/키움증권) / 국내 바이오벤처 10곳 IR Pitch 진행, 투자자와 1대1 미팅 / 80여명 참여, 바이오 산업 경쟁력 강화 및 투자 유치 위한 협력 관계 구축",,https://www.viva100.com/article/20260716500595,12
2026-07-16 14:32,신한금융,신한,"신한證, '슈퍼SOL' 신규 가입·친구 초대 이벤트","신한투자증권, 신규 가입·친구 초대 이벤트 / 5천원 상당의 혜택 및 아이패드 증정, 9월 30일까지 진행 중 / 신한 슈퍼SOL 이용자 확대 및 고객 혜택 강화 목적",,http://www.metroseoul.co.kr/article/20260716500124,12
2026-07-16 14:28,KB금융,KB,"KB금융, 디지털자산 유망기업 키우며 '시장 선점' 나선다","KB금융, 디지털자산 유망기업 키우며 시장 선점 나선다 (w/KB국민은행, KB증권, KB손해보험, KB국민카드, KB라이프생명) / 1000억원 규모 전략 펀드 조성, 미래 디지털 경쟁력 강화에 나선다 / 디지털자산 시장 선점을 위한 투자, KB 중심의 디지털자산 생태계 조성 및 AX 가속화 지원",,https://www.news2day.co.kr/article/20260716500146,12
2026-07-16 14:16,JP모건,해외,"JP모건, 브로드컴(AVGO) '공격 매수' 외치더니...임원은 '매도'","JP모건, 브로드컴(AVGO) '공격 매수' 외치더니...임원은 '매도' / 브로드컴, 애플과 300억달러 이상의 반도체 공급 계약을 체결 / 브로드컴 AI 반도체 매출, 전년 동기 대비 143% 급증",,http://coinreaders.com/248046,12
2026-07-16 14:13,삼성화재,비지주,"삼성화재, 강북삼성병원과 예방 중심 헬스케어 구축 '맞손'","삼성화재, 라이프케어 이노베이션 센터 출범 (w/강북삼성병원) / 헬스케어 서비스 운영 경험을 활용한 질환 위험 예측과 맞춤형 건강관리 서비스 개발 예정 / 건강검진 임상 데이터와 코호트 연구 역량을 활용한 만성질환 관리 솔루션 개발 및 사업화 추진 중",더팩트,https://n.news.naver.com/mnews/article/629/0000516723?sid=101,12
2026-07-16 14:10,iM금융그룹,지방,"iM금융그룹, 전 계열사 사외이사 연수 프로그램 운영","iM금융그룹, 사외이사 연수 프로그램 운영 / 금융회사 AI 전환 전략과 스테이블코인 구조 교육 / 지배구조 모범관행 도입과 사외이사 운영체계 선진화",노컷뉴스,https://n.news.naver.com/mnews/article/079/0004169135?sid=102,17
2026-07-16 14:07,모건스탠리,해외,"모건스탠리 ""솔라나, 이더리움보다 더 나은 분산투자 자산""","모건스탠리, 솔라나 분산투자 효과 우수 / 솔라나와 이더리움의 상관관계 낮아 분산 효과 주목 / 비트코인과 상관관계 낮아 분산 투자 효과 높음",뉴스1,https://n.news.naver.com/mnews/article/421/0009063603?sid=101,12
2026-07-16 13:22,광주은행,지방,"“지방세도 혜택으로 돌려준다”…광주은행, 통합특별시 출범 맞아 지역...",,,https://www.viva100.com/article/20260716500527,11
2026-07-16 13:16,카카오페이,핀테크,"카카오페이, 농협은행과 대안신용평가 판 키운다 8개사 동맹 결성","카카오페이, 농협은행과 대안신용평가 활성화 / 카카오페이와 농협은행, NH농협카드, NH농협캐피탈, 코리아크레딧뷰로, 애자일소다, 어니스트AI, 크레파스솔루션, 한국평가정보와의 업무협약 체결 / 대안신용평가 모델 개발과 활용방안 모색 중",,https://www.econovill.com/news/articleView.html?idxno=745400,18
2026-07-16 13:00,농협은행,NH,"대출 2026년 7월 브랜드평판...아이엠뱅크, 농협은행, SBI저축은행 順","아이엠뱅크, 농협은행, SBI저축은행 대출 브랜드평판 / 2026년 7월 대출 브랜드평판 1위 아이엠뱅크 브랜드평판지수 / 4,439,145 대출 브랜드평판지수",,https://www.energy-news.co.kr/news/articleView.html?idxno=226862,14
2026-07-16 11:46,국민은행,KB,[TF현장] 오후 6시까지 불 밝힌 국민은행…'늦은 창구' 지키는 이유,"KB국민은행, 오후 6시까지 영업하는 '여섯시은행' 운영 / 평일 오전 9시부터 오후 6시까지 운영되는 시간 특화점포로 전국 72개 거점에 확대 / 고객의 시간 제약과 금융거래에 대한 불안을 덜어주는 데 중점을 둔 서비스 제공",더팩트,https://n.news.naver.com/mnews/article/629/0000516681?sid=101,11
2026-07-16 11:00,경남은행,지방,경남은행 “대중교통 타거나 아이 통장 만들면 환급”,"BNK경남은행, K-패스 교통비 환급 이벤트 및 마이모먼트 체크카드 용돈 지원 이벤트 진행 / K-패스 교통비 환급 이벤트는 31일까지 모바일뱅킹 앱에서 응모, 누적 3만 원 이상 결제 시 캐시백 혜택 제공 / 마이모먼트 체크카드 용돈 지원 이벤트는 카드를 발급받은 다음 달 말까지 1건 이상 사용 시 1만 원 캐시백, 추가 용돈 지원도 제공",,http://www.knnews.co.kr/news/articleView.php?idxno=1546572,11
2026-07-16 10:58,모건스탠리,해외,"모건스탠리 “암호화폐 분산투자, 이더보다 SOL 주목할 만”",,,https://www.tokenpost.kr/news/blockchain/378352,11
2026-07-16 10:52,한화투자증권,비지주,"한화투자증권, 美 블록체인 기업에 300억 투자…디지털자산 경쟁력 강화",,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002671116?sid=101,12
2026-07-16 10:48,토스,핀테크,"옵티미즘, 두나무·토스·DB증권과 손잡고 한국 사업 본격화","옵티미즘, 국내 파트너십 확대 및 온체인 금융 인프라 사업 추진 / 두나무, 토스, DB증권과 파트너십을 체결하여 OP스택 기반 온체인 금융 인프라 사업을 확대할 예정 / OP스택은 이더리움의 보안성을 기반으로 거래 처리 속도와 비용 문제를 개선한 블록체인 인프라",,https://www.tokenpost.kr/news/blockchain/378312,11
2026-07-16 10:45,신한투자증권,신한,신한證 'SOL LINK' 예탁금 이용료 부담 줄인다,"신한證, 예탁금 이용료 부담 줄임 / 은행 자금 주식매매 연동 / 증권사 이자 장사 비판 탈출",아이뉴스24,https://n.news.naver.com/mnews/article/031/0001042653?sid=101,20
2026-07-16 10:43,하나은행,하나,"하나은행, '디지털 미디어아트 페스타 2026' 개최","하나은행, 디지털 미디어아트 페스타 2026 개최 / 아마추어 공모전과 초청작가 특별전으로 구성 / 하트원과 명동사옥 전광판 등 서울 주요 미디어캔버스에 전시 예정",,https://www.newspim.com/news/view/20260716000453,11
2026-07-16 10:38,하나은행,하나,하나은행 ‘만보기적금’ 출시…걸음수 따라 우대금리 최고 연 4.5%,"하나은행, 생활밀착형 금융상품 '하나 만보기 적금' 출시 (w/토스) / 100일만기 단기자유적립식 적금, 걸음수에 따라 우대금리 최고 연 4.5% 제공 / 기본금리 연 1.0%, 우대금리 최대 연 3.5% 추가 제공 예정",,https://www.inthenews.co.kr/news/article.html?no=89401,11
2026-07-16 10:27,카카오페이,핀테크,"카카오페이, NH농협은행과 ‘NH 크레딧 온’ 얼라이언스 업무협약 체결","카카오페이, NH농협은행과 NH 크레딧 온 얼라이언스 업무협약 체결 (w/ NH농협은행, NH농협카드, NH농협캐피탈, KCB, 애자일소다, 어니스트AI, 크레파스솔루션, 한국평가정보) / 대안신용평가 활성화 위한 얼라이언스 업무협약 / 카카오페이, 대안정보 공급의 핵심 파트너 역할, 마이데이터와 결제, 송금 등 카카오페이만의 생활 금융 플랫폼 데이터를 기반으로 다양한 대안정보 제시",디지털데일리,https://n.news.naver.com/mnews/article/138/0002234396?sid=101,11
2026-07-16 10:25,신한투자증권,신한,"신한투자증권, 비대면 자산관리 서비스 가입자 2만명 돌파","신한투자증권, 비대면 자산관리 서비스 가입자 2만명 돌파 / 신한 Premier MyPB 멤버스는 투자 학습과 1:1 상담, 온라인 세미나 등을 제공하는 디지털 자산관리 플랫폼 / 주간 퀴즈·세미나 다시 보기 등 참여형 서비스 강화 고객 의견 반영 위한 세미나 평가 기능 도입 및 포인트 혜택 운영",,https://www.newspim.com/news/view/20260716000383,12
2026-07-16 09:59,토스,핀테크,"간편송금 앱에서 ‘금융 공룡’으로…토스, 핀테크 첫 금융복합기업집...","토스, 금융복합기업집단 지정 / 자산 41조원, 금융업 2개 이상 영위 중 / 내부거래 승인과 공시 의무화 및 자본비율 관리 중",매일경제,https://n.news.naver.com/mnews/article/009/0005708209?sid=101,17
2026-07-16 09:58,기업은행,정책,"기업은행, 해외 법인서 834억 금융사고…""비대면 대출 원리금 빼돌려""","IBK기업은행, 해외 법인서 834억 금융사고 발생 / 비대면 소액 대출 원리금 834억 원가량 빼돌린 것으로 확인 / B사와 별도 계약 맺어 시스템 운영을 위한 별도 계좌로 빼돌린 것으로 추정",뉴스1,https://n.news.naver.com/mnews/article/421/0009062678?sid=101,13
2026-07-16 09:46,토스,핀테크,"토스,금융복합그룹 지정...성장의 훈장, 무거워진 규제",,,https://hbnpress.com/news/view/1065573363169834,11
2026-07-16 09:44,한화투자증권,비지주,"한화투자증권, 디지털 에셋에 300억 전략투자…캔톤 네트워크 본격 참여","한화투자증권, 디지털 에셋에 300억 전략투자...캔톤 네트워크 본격 참여 / 캔톤 네트워크는 금융기관 특화 개방형 블록체인 네트워크로 자산 간 파편화 문제 해결 / 한화투자증권은 디지털 에셋의 캔톤 네트워크 인프라와 협력해 디지털 자산 플랫폼 고도화",,https://www.the-pr.co.kr/news/articleView.html?idxno=61950,11
2026-07-16 09:38,대신증권,비지주,"대신증권, MTS 거래 활성화 나서..신규 고객 지원금·주식 매수 이벤트","대신증권, MTS 거래 활성화 나서 (w/대신증권) / 투자지원금 및 문화 혜택 제공 / 신규 고객 6만원, 기존 고객 3만원 지원금, 구글 AI 프로 이용권 및 도미노피자 할인 쿠폰 제공 예정",,https://www.smarttoday.co.kr/ko-kr/articles/109532,11
2026-07-16 09:02,토스,핀테크,"쿠차라, 멕시칸 스낵 신메뉴 '타키토스'·'워킹타코' 출시","쿠차라, 멕시칸 스낵 신메뉴 '타키토스'·'워킹타코' 출시 / 타키토스, 워킹타코, 멕시칸 스낵 / 타키토스, 워킹타코, 신메뉴",,https://www.sentv.co.kr/article/view/sentv202607150117,11
2026-07-16 09:00,케이뱅크,핀테크,"케이뱅크, CGV와 손잡고 '영화관 에티켓 캠페인' 전개","케이뱅크, CGV와 손잡고 '영화관 에티켓 캠페인' 전개 / 캐릭터 활용한 3D 영상으로 휴대전화 사용 자제 등 안내 / 전국 CGV 상영관에서 영화 시작 전 송출되는 캠페인 영상",,https://www.newspim.com/news/view/20260716000218,13
2026-07-16 08:46,하나은행,하나,"하루 6000보 걸으면 연 4.5%...하나은행, 토스 전용 적금 출시","하나은행, 토스 전용 적금 '하나 만보기 적금' 출시 (w/비바리퍼블리카) / 100일 만기, 하루 최대 3만원 납입, 원금 한도 300만원, 60만보 달성 시 연 4.5% 금리 적용 / 걸음 수에 따른 우대금리, 마케팅 동의, 첫 거래 조건 충족 시 최고 금리 제공, 토스 포인트 지급 행사 진행 중",,https://www.insight.co.kr/news/563293,10
2026-07-16 08:45,JP모건,해외,"다이먼 JP모건 CEO ""미토스 일반인에 제공하면 탄도미사일 쥐여주는 것...","KB금융, 실전형 AI 인재 양성 프로그램 'KB AI Lab' 출범 / 그룹 AI 교육체계인 KB AI 아카데미 최고 과정 수료 직원 대상의 프로젝트형 인재 육성 프로그램 / 현업 과제 발굴 및 AI 서비스 직접 구현, 2주간 심화 교육과 10주간 실전 프로젝트로 구성",SBS Biz,https://n.news.naver.com/mnews/article/374/0000522035?sid=104,10
2026-07-16 08:36,삼성화재,비지주,"삼성화재-강북삼성병원, ‘라이프케어 이노베이션 센터’ 설립","삼성화재-강북삼성병원, 라이프케어 이노베이션 센터 출범 (w/강북삼성병원) / 만성질환 예방·관리 모델 개발을 위한 헬스케어 서비스 실증·운영 / 라이프케어 이노베이션 센터 설립·운영, 만성질환 관리 솔루션 공동 개발, 의료 인프라 활용 서비스 실증·사업화 추진 중",헤럴드경제,https://n.news.naver.com/mnews/article/016/0002670981?sid=101,10
2026-07-16 08:32,KB증권,KB,"주태영 KB증권 부사장 ""경쟁력 갖춘 탑티어 IB 하우스로…생산적 금융 ...","KB증권, 종합 IB 플랫폼 경쟁력 강화 / 협업·실행력 중심 조직 구축과 첨단산업 자금 수요 대응을 위한 종합 솔루션 역량 강화 / 하반기 IB 시장 경쟁도 격화와 IPO 시장 선별적 회복 가능성",,https://www.etoday.co.kr/news/view/2603844,10
2026-07-16 07:50,JP모건,해외,"[부자들의 투자노트] JP모건 ""AI·기술주서 다른 섹터로 시장폭 확대될...",,SBS Biz,https://n.news.naver.com/mnews/article/374/0000522021?sid=104,10
2026-07-16 07:04,우리은행,우리,[은행 정보보호 경쟁력] 7년째 정보보호 공개한 우리은행…AI 대응 체계...,"우리은행, 정보보호 자율공시 7년 연속 참여 및 생성형 AI 대응 체계 구축 / 정보보호 투자액 363억8143만원, 정보보호 전담인력 101명, AI 기반 이상거래탐지시스템(FDS) 고도화 / 정보보호 로드맵 운영, 보안 수준 진단 및 표준화 체계 수립, 지능형 통합관리 체계 전환 예정",,https://dealsite.co.kr/articles/165316,10
2026-07-16 06:30,신한금융지주,신한,[THE CEO] 진옥동 신한금융지주 회장,,,http://www.the-biz.co.kr/news/articleView.html?idxno=724111,10
2026-07-16 05:10,우리은행,우리,월가 발전소 딜 따낸 우리은행…지상사 영업 넘어 글로벌 IB로,,머니투데이,https://n.news.naver.com/mnews/article/008/0005386750?sid=101,10
2026-07-16 01:34,토스,핀테크,"토스그룹, 금융복합기업집단 지정…빅테크 금융 시대 개막",,,https://www.tokenpost.kr/news/economy/378193,10
2026-07-15 21:36,모건스탠리,해외,AI 광풍에 웃은 모건스탠리…순익 58% 급증,* 모건스탠리의 2·4분기 순이익이 58% 급증함 / * 미국 5대 투자은행의 주식 트레이딩 수익이 1년 만에 70% 넘게 늘어남 / * 모건스탠리의 자산관리 부문도 견조한 성장세를 이어감,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005548798?sid=101,9
2026-07-15 20:40,레볼루트,해외,"레볼루트, 두바이 예비 라이선스 획득","레볼루트, 두바이 예비 라이선스 획득 (w/VARA) / 레볼루트, 아랍에미리트 내 암호화폐 서비스 출시 추진 / 리테일 앱과 레볼루트 X를 통해 현지 이용자에게 서비스 제공 예정",,https://www.tokenpost.kr/news/breaking/378122,10
2026-07-15 20:36,우리은행,우리,[기획] 우리은행 개인정보 유출…이중 조사에 '반쪽 보안투자' 논란,"우리은행, 고객 1만7551명 개인정보 유출(w/한국인터넷진흥원, 방송미디어통신위원회) / 개인정보보호위원회와 방송미디어통신위원회 점검 착수, 금융감독원 상황 예의주시 중 / 9개월간 유출 사실 인지하지 못하고 외부 신고로 드러난 개인정보 유출 사고 처리 중",,http://www.rightknow.co.kr/news/articleView.html?idxno=34427,10
2026-07-15 17:50,경남은행,지방,‘프로젝트 한강’ 2단계 돌입⋯경남은행ㆍ아이엠뱅크 합류,"금융위원회, 프로젝트 한강 2단계 시행을 위한 혁신금융서비스 신규 지정 (w/경남은행, 아이엠뱅크) / 프로젝트 한강 2단계 테스트 참여 은행 확대, 예금토큰 이용자와 사용처 대폭 확대 / 예금토큰 보유 한도 확대, 지갑 간 송금 기능 추가, 국고금 집행 시범사업 포함",,https://www.etoday.co.kr/news/view/2604206,10
2026-07-15 17:46,IBK기업은행,정책,"IBK기업은행, 'IBK창공 광주 5기' 육성기업 11개사 선발",,머니투데이,https://n.news.naver.com/mnews/article/008/0005386655?sid=101,10
2026-07-15 17:45,토스,핀테크,삼성·한화 등 8개그룹 금융복합기업집단 지정…토스 첫 포함,"금융위원회, 8개 금융그룹 지정 (w/삼성, 한화, 미래에셋, 교보, 현대차, DB, 다우키움, 토스) / 금융복합기업집단 제도 도입, 금융그룹 차원에서 발생할 수 있는 재무·경영상 위험 관리 감독 / 금융그룹이 여수신·보험·금융투자업 중 2개 이상 금융업을 영위하고 금융위에 인허가를 받거나 등록한 회사가 1개 이상이면서 자산총액이 5조원 이상인 경우 지정",연합뉴스,https://n.news.naver.com/mnews/article/001/0016197098?sid=101,11
2026-07-15 17:02,토스,핀테크,"[아주초대석] 김창규 우리벤처파트너스 대표 ""달바·토스 등 키운 건 동...","우리벤처파트너스, 벤처캐피털 역할 강조 / 벤처캐피털의 역할은 산업이 급격히 이동하는 초기에 좋은 회사를 최전선에서 발굴하는 것 / 우리벤처파트너스는 15%를 넘는 높은 운용사 출자 비율로 출자자들과 위험을 함께 감수하는 의지의 표현",,https://www.ajunews.com/view/20260715103705794,10
2026-07-15 17:00,IBK기업은행,정책,"IBK기업은행, ‘IBK모임 서비스’ 출시… 모임 자금관리 지원",,,http://digitalchosun.dizzo.com/site/data/html_dir/2026/07/15/2026071580159.html,6
2026-07-15 16:54,유진투자증권,비지주,AI·리서치·글로벌 협업…유진투자증권의 플랫폼 실험,* 유진투자증권은 투자 플랫폼 전환을 위한 신규 서비스와 조직 개편 및 글로벌 협력을 추진함 / * 투자 판단을 지원하는 서비스의 고도화와 자산관리 및 글로벌 브로커리지 확대가 주요 전략임 / * 플랫폼 경쟁력을 바탕으로 고객 접점을 넓히고 투자자 판단 효율을 높이는 도구로 활용하려는 시도임,,https://www.cnbizm.com/news/articleView.html?idxno=308710,9
2026-07-15 16:41,부산은행,지방,"부산은행, 해양금융추진단 신설…BNK, 지역 금융 역할 강화","BNK금융그룹, 지역 금융 본연의 역할 강화 / 부산은행, 해양금융추진단 신설, 해양 금융 전문인력 확보 / 부산은행, 선박금융과 해양 인프라 금융사업 발굴을 확대",매일경제,https://n.news.naver.com/mnews/article/009/0005707921?sid=101,10
2026-07-15 16:20,NH농협은행,NH,"방학 유형 고르고 공유하면 응모…NH올원뱅크, 20명에 5만 원권","NH올원뱅크, 방학 유형 공유 이벤트 응모자 20명에 5만 원권 제공 예정 / 방학 유형 선택 및 공유를 통한 이벤트 참여 / 총 20명에게 5만 원권을 제공하는 이벤트 구성",,https://www.g-enews.com/view.php?ud=202607151607345262e30fcb1ba8_1,10
2026-07-15 16:14,NH농협손해보험,NH,"NH농협손해보험, 소비자권익보호위원회 개최...송춘수 대표 ""소비자 권...","NH농협손해보험, 소비자권익보호위원회 개최 및 AI 서비스 개선 방안 논의 / AI 기반 서비스의 공정성과 투명성, 설명 가능성 향상 및 잠재적 피해 예방을 위한 중장기 과제 논의 / 음성봇 도입 및 고객센터 전반으로의 AI 적용 범위 확대 예정",,https://www.ekoreanews.co.kr/news/articleView.html?idxno=87048,12
2026-07-15 16:13,NH투자증권,NH,"NH투자증권, AFPRO 지원금 확대…농식품 투자 생태계 강화",,,https://www.newspim.com/news/view/20260715001135,6
2026-07-15 16:06,iM뱅크,지방,"iM뱅크·기보, 첨단전략산업 육성 위해 738억 대출지원 협약",* iM뱅크와 기술보증기금이 AtoF 미래전략산업 육성을 위한 생산적 금융지원 협약을 체결함 / * iM뱅크가 기술보증기금에 특별출연금과 보증료지원금을 출연해 대출을 지원할 방침임 / * 기술보증기금이 보증 비율 상향과 보증료 감면 및 지원 등을 3년간 제공할 계획임,연합뉴스,https://n.news.naver.com/mnews/article/001/0016196862?sid=101,8
2026-07-15 16:01,뱅크오브아메리카,해외,뱅크오브아메리카 “닷컴버블 때와 유사한 현상…‘충격’ 발생 위험 커...,,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002670800?sid=101,10
2026-07-15 16:00,하나금융그룹,하나,"하나금융그룹, 중·저신용자 연 5.5% 대출…무주택 청년엔 전세금 보험","하나금융그룹, 중·저신용자 대출 공급과 전세금 보험 제공 / 취약 차주 지원을 위한 16조원 규모 포용금융 자금 투입과 2000억원 연체채권 소각 / 청년과 서민을 위한 금융 안전망 확대와 대안신용평가체계 고도화",한국경제,https://n.news.naver.com/mnews/article/015/0005310328?sid=101,10
2026-07-15 16:00,삼성생명,비지주,"[보험·카드24시] 삼성생명, 시니어대표건강보험 출시 外",,,https://news.dealsitetv.com/articles/173350,6
2026-07-15 15:55,우리투자증권,우리,"체급 키운 남기천號 우리투자증권, 인수금융서 존재감…ECM 성과는 ‘아...",,디지털데일리,https://n.news.naver.com/mnews/article/138/0002234302?sid=101,10
2026-07-15 15:44,유진투자증권,비지주,[각자대표체제 명암] [유진투자증권] 유창수·고경모 체제 6년차...수익...,,,https://www.topdaily.kr/articles/111005,10
2026-07-15 15:40,KB국민은행,KB,"KB국민은행, 외국인 고객 패널 ‘KB글로벌스타’ 모집",,,https://www.sentv.co.kr/article/view/sentv202607150157,9
2026-07-15 15:20,NH농협금융,NH,"NH농협금융, AI·신재생 인프라…첨단산업 맞춤형 '상생성장펀드' 조성","* NH농협금융이 AI와 신재생 인프라 등 첨단산업을 지원하기 위한 상생성장펀드를 조성함 / * 총 5000억원 규모의 블라인드 펀드로 인공지능과 신재생에너지 등 첨단 인프라 건설사업에 필요한 자금을 공급할 방침임 / * 연내 추가 펀드도 조성하고 지역 금고와 영업점, 계열사 네트워크를 활용해 지방의 유망 투자 수요를 발굴하고 자금 공급에 나설 계획임",한국경제,https://n.news.naver.com/mnews/article/015/0005310298?sid=101,6
2026-07-15 15:01,현대카드,비지주,"켄드릭 라마와 협업한 캐나다 밴드, 현대카드 언더스테이지 무대 오른다",,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002670754?sid=101,10
2026-07-15 15:00,신한은행,신한,"신한은행, 전남광주 '신한SOL클러스터' 개소…생산·포용금융으로 AI·반...","* 신한은행이 전남광주 지역 전략산업 육성과 생산·포용금융 강화를 위한 지역 거점 금융플랫폼인 '신한SOL클러스터 전남광주'를 공식 출범시키며 지역 산업 경쟁력 강화에 나서함 / * 신한SOL클러스터 전남광주는 지역 산업정책과 기업 현장의 금융 수요를 연결하는 역할을 수행하며, AI, 반도체, 미래모빌리티, 에너지 산업을 핵심 지원 분야로 선정하고, 종합적인 금융서비스를 제공할 계획임 / * 신한은행은 신한SOL클러스터 전남광주를 통해 지역 산업의 미래와 기업의 성장 가능성을 먼저 보는 금융을 실천하고, 지역 현장에 최적화된 복합 금융솔루션을 제공해 전남광주가 성장하는 데 금융 파트너로 역할을 함",,https://www.public25.com/news/articleView.html?idxno=50764,6
2026-07-15 14:40,신한금융,신한,"삼성전자·신한금융·우리금융·기아·KB금융 등 5곳, ESG평가 최고 ‘S...",,,https://www.ceoscoredaily.com/page/view/2026071514381840783,9
2026-07-15 14:30,신한카드,신한,35만 중앙인 품은 신한카드…동문 전용 카드 선보여,"신한카드, 중앙대학교 총동문회 제휴카드 출시 (w/중앙대학교 총동문회) / 중앙대 심볼·마스코트 적용한 동문 전용 디자인, 3종 카드 출시 / 연회비 및 할인 혜택 등 다양한 서비스 제공, 35만 중앙대 동문 연결 플랫폼 구축 중",,https://news.mtn.co.kr/news-detail/2026071514133052601,10
2026-07-15 14:30,동양생명,우리,"동양생명, 고혈압 치료비·당뇨 진단금 보장 ‘고혈압당뇨보험’ 출시","* 동양생명이 고혈압 치료비와 당뇨병 진단금을 보장하는 ‘(무)우리WON하는mini고혈압당뇨보험’을 출시함 / * 고혈압으로 진단이 확정되고 직접 치료 목적으로 180일 이상 고혈압 약물치료를 받았거나, 당뇨병으로 진단이 확정됐을 때 최초 1회에 한해 최대 10만원을 지급하는 사전 예방형 상품임 / * 가입 연령은 20~60세로, 1년 만기 일시납 구조를 적용해 장기간 보험료를 납부해야 하는 부담을 줄여 보험 가입자에게 편의를 제공함",,https://www.swtvnews.com/news/newsview.php?ncode=1065586118776851,6
2026-07-15 14:24,우리은행,우리,"우리은행,16일부터 대출 죈다...지점당 주담대 한도 월 30억→10억 축소","우리은행, 지점당 주택담보대출 판매한도 월 10억원 축소 / 영업점별 주택관련대출 판매한도 제한, 모기지 보험 가입 제한 / SC제일은행, 모바일 비대면 주택담보대출 중단 및 우대금리 축소",,http://www.seouleconews.com/news/articleView.html?idxno=92428,11
2026-07-15 14:15,하나은행,하나,"하나은행, 24시간 외환시장 대응 '속도전'...개인 해외송금 서비스 범위...",* 하나은행이 24시간 외환시장 대응을 위한 속도전을 벌임 / * 개인 해외송금 서비스 범위가 확대되고 있음 / * 금융 서비스의 디지털화와 글로벌화에 대응하기 위한 전략임,,https://www.greened.kr/news/articleView.html?idxno=345082,5
2026-07-15 13:58,국민카드,KB,"국민카드, 트래블카드 경쟁력 키운다…하나·신한 추격 나서","국민카드, 트래블카드 경쟁력 강화 (w/하나·신한카드) / 트래블러스 개편 및 해외 특화 서비스 강화 / 하나·신한카드와의 시장 공략 및 존재감 확대",,https://www.sentv.co.kr/article/view/sentv202607150108,10
2026-07-15 13:56,토스증권,핀테크,"토스증권, 약관 변경·겸영업무 신고 절차 위반…과태료 840만원","토스증권, 약관 변경·겸영업무 신고 위반 / 금감원, 토스증권에 기관 과태료 840만원 부과 / 관련 직원에게 자율처리 필요사항 통보",,https://sateconomy.co.kr/news/view/1065588408644370,10
2026-07-15 13:51,하나카드,하나,"다드림아이앤에스, 하나카드 수어 상담 시스템 솔루션 고도화",* 다드림아이앤에스가 하나카드에 수어 상담 영상 통화 솔루션 고도화 사업을 완료하고 서비스를 제공함 / * 다드림아이앤에스의 웹 영상통화 기술을 사용해 청각 장애인에게 기존 영상전화 통화만 가능했던 수어 상담을 하나카드 홈페이지와 애플리케이션에서도 상담할 수 있도록 기능을 통합하고 서비스를 고도화함 / * 다드림아이앤에스의 영상통화 솔루션은 금융권과 공공기관에서 디지털 취약 계층인 청각 장애인 대상 수어 상담 시스템용으로 사용되고 있으며 AI 콜센터와 연동해 고령자 손님의 비대면 화상 상담을 지원하는 기능을 제공함,전자신문,https://n.news.naver.com/mnews/article/030/0003448084?sid=101,5
2026-07-15 13:38,농협은행,NH,"오픈에셋, 농협은행 ‘NH오픈비즈니스허브’ 협업 기업 선정",* 오픈에셋이 NH농협은행의 개방형 혁신 프로그램 ‘NH오픈비즈니스허브’ 협업 기업으로 선정됨 / * 양사는 가상 자산 분야에서 기술 시연과 개념 검증을 포함한 단계적 협업을 추진할 계획임 / * 오픈에셋은 이 협업을 통해 디지털자산 인프라 역량을 은행권 현장에서 확인하고 다양한 가상 자산 사업을 농협은행과 함께 만들 예정임,조선비즈,https://n.news.naver.com/mnews/article/366/0001179368?sid=101,5
